id,isbn,name,author,publishing,publisheddate,price,pages,description
45,9.7871E+12,汉语图解小词典（普什图语版）,[美] 吴月梅,商务印书馆,Dec-16,298,298,《汉语图解小词典》是一本专为各国学汉语的中小学生设计的工具书。 本词典以儿童人物“我”为主线，以图解方式用中文呈现“我”的小世界。儿童画风格，生动、活泼、有趣。全书共70个主题，涵盖儿童生活和学习方方面面。适合儿童学习特点，每个主题15-20个词左右。全书共收词1400条。除了词表，每个主题还设计了三种小帖士，介绍常用对话和语法知识。
46,9.7871E+12,伦理学原理,[英] G.E.摩尔,商务印书馆,Apr-17,26,26,一直到19世纪末，伦理学与规范伦理学是同一概念。1903年，摩尔的《伦理学原理》出版，宣告了另一种伦理学即元伦理学的诞生。尔后半个多世纪，元伦理学在西方伦理学王国一直居于主导地位。20世纪60年代以后，随着美德伦理学的兴起，以及道德心理学研究的复兴，伦理学研究呈现出了规范伦理学、美德伦理学与元伦理学鼎足发展的局面。而由摩尔所倡导的元伦理学研究的哲学意义，仍然是当代伦理学大家关注的重心。正是基于这个原因，摩尔的《伦理学原理》才被列选为20世纪前半叶唯一一部伦理学经典名著。
47,9.7871E+12,佛学研究十八篇,梁启超,商务印书馆,Dec-17,143,143,"商务印书馆自1897年始创，以“昌明教育，开启民智”为宗旨，于建馆翌年便出版了《马氏文通》，这部学术经典既是中国学术现代化的标志之一，也开启了商务印书馆百年学术出版的序幕。
其后，商务印书馆一直与中华现代学术相伴而行，出版了大批具有鲜明原创精神并富于学术建树的经典著作，诸多开山之著、奠基之作都是在本馆首次问世。这些学术经典的出版，使本馆得以**现代学术发展，激动社会思想潮流，参与民族新文化的构筑，也分享中国学界的历史荣光。
1949年以后，本馆虽以迻译世界学术名著、编纂中外辞书为侧重，但原创学术著作的出版从未止步。2009年起，我馆陆续出版“中华现代学术名著丛书”，全面整理中华现代学术成果，深入探寻现代中国的百年学脉。
丛书收录上白晚清下至1980年代末中国原创学术名著（包括外文著作），以人文社会科学为主，涵盖文学、历史学、哲学、法学、政治学、经济学、社会学、教育学、地理学、心理学、科学史等众多学科。意在辨章学术，考镜源流，收录各学科学派的名家名作，展现传统文化的新变，追溯现代文化的根基。丛书立足于精选、精编、精校，冀望无论多少年，皆能傲立于书架，更与“汉译世界学术名著丛书”共相辉映，昭示中华学术与世界学术于思想性和独创性上皆可等量齐观，为中国乃至东方学术在世界范围内赢得应有的地位。
2017年2月I1日，商务印书馆迎来了120岁的生日。为纪念本馆与中华现代学术风雨同行的这段历程，我们整体推出“中华现代学术名著丛书”120年纪念版（200种），既有益于文化积累，也便于研读查考，同时向长期支持丛书出版的诸位学界通人致以感激和敬意。
“新故相推，日生不滞。”两个甲子后的今天，商务印书馆义站在了一个新的历史节点上，传承前辈的出版精神，迎接时代的新使命，且行且思，我们责无旁贷。"
48,9.7871E+12,《孝经》《大学》,纪捷晶,商务印书馆,Jan-18,20,20,"《孔庙国子监成贤国学馆内部教材》在国学馆实践了十年，现在以《国子监成贤国学馆国学系列读本》作为正式出版物出版，其目的是为4至15岁孩子提供一个诵读中华文化经典的基础读本。
本《读本》并不是将“经典”一股脑儿地全部收入其中，而是按照孩子的生理年龄和心理年龄特点，从启蒙教育逐渐进入儒家经典教育，并伴有诗词歌赋、散文鉴赏等。本《读本》无插图无译文而是提倡“素读”。这种素读的方式继承了古代重记诵的教学传统，以培养孩子读书习惯、增强记忆力和建立良好的诵读语感为目的，在教学实践中也留给老师很大的教学空间，且适合不同地区孩子的差异性要求。
本《读本》分设五级，共5册：
第一级（4-6岁）：弟子规、三字经、千字文
第二级（6-8岁）：笠翁对韵、常礼举要
第三级（8-10岁）：孝经、大学
第四级（10-12岁）：论语、诗经
第五级（12—15岁）：孟子"
49,9.7871E+12,中国政治学年度评论（2017）,肖滨,商务印书馆,Dec-17,38,38,《中国政治学年度评论》（Chinese Annual Review of Political Science）是一份由中山大学政治学研究所组织编撰、意在展示政治学领域最新研究趋向与进展的年度学术评论。它根据不同的年度主题，展示相关研究的基本进展及内在脉络，批判性地总结、评估国际国内政治学界的研究动向，力求为国内政治学的研究者和爱好者提供一份高层次、高品质的专业性参考读物。本辑的主题为“比较政党研究：理论、趋势与方法”，具体包括以下四个议题：对比较政党研究的总体回顾与展望、对经典西方政党理论的批评性回顾、政党研究方法、非西方政党体制研究。
50,9.7871E+12,《闲情赋》源流概说,武怀军,商务印书馆,Jul-18,40,40,《<闲情赋>源流概说》分为上、中、下三篇，分别为“闲情”传统的形成、《闲情赋》论读、《闲情赋》的接受与影响。上篇从“文化积淀的角度”论述了《闲情赋》产生的历史传统源流，中篇从“实质性的角度”对《闲情赋》进行了细致的文本解读，下篇从“历史的角度”和“实用的角度”论述了《闲情赋》的历史影响和评价。全书以陶渊明《闲情赋》为核心，将其置于历史序列之中，视为中国古代女性审美赋的代表作，以女性审美观念的演变为线索，全面讨论了《闲情赋》产生的历史源流、文本解读及后世争议与评价，并在每篇后附有该篇涉及的女性审美辞赋原文及翻译，不仅引用大量文献资料进行论证，亦从文本分析出发，结合社会文化因素，以历史的眼光为《闲情赋》在文学史的发展脉络上进行了细致梳理。
51,9.7871E+12,法拉第传,[美]约瑟夫·阿盖西,商务印书馆,Aug-19,78,78,法拉第是人类历史上最伟大的实验科学家，他的科学工作奠定了现代电磁学的基础，因其电动机的发明也开创了整个电气化时代。法拉第出身贫寒，主要靠自己的努力创造出伟大的科学奇迹。本书对法拉第传奇的一生做了较为详尽的介绍，特别着重介绍了法拉第工作的理论、方法论与自然观方面的价值。
52,9.7871E+12,灵智之犬,赵序茅,商务印书馆,Sep-18,48,48,"大约一万年前，狼被我们的先民驯化成了狗，此后经过了数千年的驯养和繁育，狗如今已演变出多个品种，并在人类日常生活中扮演了很重要的角色，因此也被人亲切地称为“汪星人”。犬吠如豹，戌狗旺财。民间有言，灵犬八德—忠、义、勇、信（勤）、智（猛）、美、善、劳。号称有“八德”的犬又是如何从凶恶的狼演变成兼具灵智的犬？在人类历史上又曾扮演过哪些重要的角色？发生过哪些有趣的故事？这本《灵智之犬》可以告诉你这些问题的答案。
《灵智之犬》一书通过四个章节，梳理了犬的起源历史，描绘了犬在人类文化、礼仪、民俗、狩猎以及战争中的形象和作用，介绍了目前世界上主要犬种的驯养历史，并且为读者呈现出了历史上中外名人和狗有关的典故。本书主编和编者通过生动翔实的文字资料和图片，为我们展示了狗这种伴侣动物的演化及其在人类生活中的作用，兼具科普和人文，相信读后能让你对狗有更深入、更全面的了解。"
53,9.7871E+12,画道,散子,商务印书馆,Nov-18,148,148,本书精选作者表现道家哲学思想的绘画作品一百幅，其中油画（含综合材料绘画）作品五十幅，水墨作品五十幅，全书以一画一文的形式，阐释道家教理教义的精髓，彰显道教文化的现代意义。
54,9.7871E+12,中北亚城市文明的历史学和考古学研究,列昂尼德?R. 科兹拉索夫,商务印书馆,Jul-19,96,96,"?“无历史意义”的民族？——西伯利亚前俄罗斯时代的城市文明
?内容简介：
本书是一部通过文献考证和田野考古，全面研究古代中北亚地区城市文明的学术专著。第一部分广泛搜集东亚、西亚和欧洲的古代文献资料，辅以当地土著居民的民族学材料，向读者展现了古代中北亚地区灿烂的城市文明。第二 部分整理考古发掘得到的中北亚地区纪念建筑和城市生活的实物例证，研究了西伯利亚前俄罗斯时代城市的地理位置、历史特征、居民日常生活细节，及其产生和发展背后的原因和深刻本质。本书结合历史文献、田野考古成果，驳斥了认为当地史前和中世纪居民是“无历史意义”人群的谬论，将一个真实的中北亚地区城市文明的历史，从逝去的时光中重建出来，呈现于今人面前。
?编辑推荐：
列昂尼德?R. 科兹拉索夫教授结合历史文献、田野考古成果，研究西伯利亚前俄罗斯时代的城市的产生和发展，研究它们存在背后的原因及其存在的深刻本质，研究它们的地理位置和重要的历史特征，以及居民的日常生活细节。通过这些研究，作者消除了西伯利亚史前和中世纪的民族是“无历史意义”人群的谬论，将一个真实的、没有偏见的从古至今的西伯利亚民族的历史，从逝去的时光中重建出来，呈现于今人面前。"
55,9.7871E+12,凯撒和克莉奥佩特拉,[英]萧伯纳,商务印书馆,Apr-19,32,32,萧伯纳是英国最著名的戏剧作家，诺贝尔文学奖获得者。《凯撒和克里奥佩特拉》是他的重要作品。著名翻译家杨宪益译本。本书是译者上世纪五十年代译本的修订版。译文以口语为主，充分反映出萧伯纳的俏皮和诙谐，颇具特色。
56,9.7871E+12,元曲品读·感怀言志篇,童健,商务印书馆,Jul-20,25,25,"人生自是有情痴，此恨不关风与月。愤世嫉俗的心理，悲欢离合的遭际，壮志难酬的愤渍，人生如梦的感慨·……元曲作家敢于直面人生，直书心灵，他们纵观青史，广览众生，讽时伤世，臧否人情，嬉笑怒骂，皆成文章。把人间的哀愁苦乐，皆化作纸上的烟霞，洇染了千百年读者的心绪。
《元曲品读·游艺杂咏篇》，内容以描写人情世态、闲愁别恨、叹老嗟卑和抒怀明志为主。共收元曲七十多首，原文后附有注释和品读，注释简洁扼要，品读通俗流畅，充满感情色彩，能引导读者更好地领略元曲的艺术特色。"
57,9.7871E+12,牛津高阶英汉双解词典(第九版·软精装),[英]霍恩比,商务印书馆,Jul-20,398,398,"本词典为《牛津高阶英汉双解词典》第九版的软精装本，仿皮面、烫金软精装，手感舒适，为收藏馈赠佳品。
《牛津高阶英语词典》至今问世七十年，为世所公认的权威英语学习词典，惠及世界各地一代又一代学子。《牛津高阶英汉双解词典》引进出版三十年，从原编者霍恩比为词典赋予语言学习功能，到第九版编者将会话与写作功能融入学习型词典，这部词典在如何更好地满足读者需要方面从未停止探索和创新。
《牛津高阶英汉双解词典》第九版，收录185000余条单词、短语、释义；标注牛津3000核心词、学术词汇；释义简明，义项划分清晰；提供系统的语法信息，如搭配模式、用法说明框等；提供插图及主题图片，直观释义。相比第八版，增收700多条新词新义，6000余项修订；新加情景表达、联想词等用法说明内容；新加牛津口语指南，详解日常及应试等场景会话用语；书末增加本词典详细用法，为读者使用词典提供清晰的指引。
本版在巩固学习功能的同时，更注重语言实用技能，为读者学习鲜活词汇、准确理解词义、应对考试及实际沟通等提供全方位的帮助。"
58,9.7871E+12,黑格尔哲学讲演录,邓晓芒,商务印书馆,Jun-20,48,48,《黑格尔哲学讲演录》根据作者同题系列讲座整理而成。作者借由八次讲座，详细梳理黑格尔四部哲学著作《逻辑学》《自然哲学》《精神哲学》（《精神现象学》）和《法哲学原理》，勾勒出黑格尔哲学的核心架构与内在理路，并总结了黑格尔哲学的三个主要特点，凸显出黑格尔与其他哲学家重要不同之处，也点出他对后世哲学家的影响。书稿中讲解与评论相得益彰，紧扣原著，亦不乏个性见地。抉隐发微，切中肯綮。荦荦大端，逐一阐明。
59,9.7871E+12,纪德读书日记,[法] 安德烈·纪德,商务印书馆,Sep-20,45,45,《纪德读书日记》系从安德烈·纪德1889年到1927年的日记中撷取与阅读有关的段落，按年份日期先后排列，结集而成，其中不乏对各家名作的麻辣点评：法朗士《博纳尔的罪行》“半学术的腔调着实恼人”；罗曼·罗兰《约翰·克里斯朵夫》“粗野，粗糙，无技巧可言、无优雅可言”却依旧重要；塞维涅夫人书信集版本不好，但对死亡的思考“无可匹敌”。这些极具个人情感色彩的文字，反映了纪德广博的视野、严格的品鉴标准以及独特的法式读书风格，对文学爱好者的阅读有着指导意义。
60,9.7871E+12,不下带编 巾箱说,金埴,中华书局,Dec-97,12,12,《巾箱说 不下带编》为“清代史料笔记丛刊”的一种，共收录清人金埴（1663——1740）所撰笔记二种，《不下带编》七卷，《巾箱说》一卷，记载了作者的见闻，包括当时文人士大夫的遗闻佚事、社会习俗、科举考试等，反映出当时社会某些侧面，及作者对某些人和事的看法。《不下带编》，还有不少篇幅属于诗话性质，评论艺术上的得失，勾稽诗人的立身行世，交待诗的本事等等，对研究清代文学有参考价值。
